"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 04 13:38:14 UTC 2026","Wed Mar 04 13:39:10 UTC 2026","55277","","Smoke tests","","Smoke - Dashboard opens and main modules are visible","","Smoke - Dashboard opens and main modules are visible",""
